"","Location","Day","TimeSlot","Availability","AvailabilityDescription"
"469","C1","Thursday","08:00 - 08:50",1,"Not Available"
"470","C1","Thursday","08:55 - 09:45",1,"Not Available"
"471","C1","Thursday","10:15 - 11:05",1,"Not Available"
"472","C1","Thursday","11:10 - 12:00",1,"Not Available"
"473","C1","Thursday","13:00 - 14:00",1,"Not Available"
"474","C1","Thursday","14:00 - 15:00",1,"Not Available"
"475","C1","Thursday","15:00 - 16:00",0,"Available"
"476","C1","Thursday","16:00 - 17:00",0,"Available"
"477","C1","Thursday","17:00 - 17:45",0,"Available"
"478","C1","Friday","08:00 - 08:50",0,"Available"
"479","C1","Friday","08:55 - 09:45",0,"Available"
"480","C1","Friday","10:15 - 11:05",0,"Available"
"481","C1","Friday","11:10 - 12:00",0,"Available"
"482","C1","Friday","13:00 - 14:00",0,"Available"
"483","C1","Friday","14:00 - 15:00",0,"Available"
"484","C1","Friday","15:00 - 16:00",1,"Not Available"
"485","C1","Friday","16:00 - 17:00",0,"Available"
"486","C1","Friday","17:00 - 17:45",0,"Available"
"487","C1","Saturday","08:00 - 08:50",0,"Available"
"488","C1","Saturday","08:55 - 09:45",0,"Available"
"489","C1","Saturday","10:15 - 11:05",0,"Available"
"490","C1","Saturday","11:10 - 12:00",0,"Available"
"491","C1","Saturday","13:00 - 14:00",0,"Available"
"492","C1","Saturday","14:00 - 15:00",0,"Available"
"493","C1","Saturday","15:00 - 16:00",0,"Available"
"494","C1","Saturday","16:00 - 17:00",0,"Available"
"495","C1","Saturday","17:00 - 17:45",0,"Available"
"496","C1","Sunday","08:00 - 08:50",0,"Available"
"497","C1","Sunday","08:55 - 09:45",0,"Available"
"498","C1","Sunday","10:15 - 11:05",0,"Available"
"499","C1","Sunday","11:10 - 12:00",0,"Available"
"500","C1","Sunday","13:00 - 14:00",0,"Available"
"501","C1","Sunday","14:00 - 15:00",0,"Available"
"502","C1","Sunday","15:00 - 16:00",0,"Available"
"503","C1","Sunday","16:00 - 17:00",0,"Available"
"504","C1","Sunday","17:00 - 17:45",0,"Available"
"505","C2","Monday","08:00 - 08:50",0,"Available"
"506","C2","Monday","08:55 - 09:45",1,"Not Available"
"507","C2","Monday","10:15 - 11:05",1,"Not Available"
"508","C2","Monday","11:10 - 12:00",1,"Not Available"
"509","C2","Monday","13:00 - 14:00",1,"Not Available"
"510","C2","Monday","14:00 - 15:00",1,"Not Available"
"511","C2","Monday","15:00 - 16:00",0,"Available"
"512","C2","Monday","16:00 - 17:00",0,"Available"
"513","C2","Monday","17:00 - 17:45",0,"Available"
"514","C2","Tuesday","08:00 - 08:50",0,"Available"
"515","C2","Tuesday","08:55 - 09:45",1,"Not Available"
"516","C2","Tuesday","10:15 - 11:05",1,"Not Available"
"517","C2","Tuesday","11:10 - 12:00",1,"Not Available"
"518","C2","Tuesday","13:00 - 14:00",1,"Not Available"
"519","C2","Tuesday","14:00 - 15:00",1,"Not Available"
"520","C2","Tuesday","15:00 - 16:00",1,"Not Available"
"521","C2","Tuesday","16:00 - 17:00",0,"Available"
"522","C2","Tuesday","17:00 - 17:45",0,"Available"
"523","C2","Wednesday","08:00 - 08:50",0,"Available"
"524","C2","Wednesday","08:55 - 09:45",0,"Available"
"525","C2","Wednesday","10:15 - 11:05",1,"Not Available"
"526","C2","Wednesday","11:10 - 12:00",1,"Not Available"
"527","C2","Wednesday","13:00 - 14:00",0,"Available"
"528","C2","Wednesday","14:00 - 15:00",0,"Available"
"529","C2","Wednesday","15:00 - 16:00",0,"Available"
"530","C2","Wednesday","16:00 - 17:00",1,"Not Available"
"531","C2","Wednesday","17:00 - 17:45",0,"Available"
"532","C2","Thursday","08:00 - 08:50",1,"Not Available"
"533","C2","Thursday","08:55 - 09:45",1,"Not Available"
"534","C2","Thursday","10:15 - 11:05",1,"Not Available"
"535","C2","Thursday","11:10 - 12:00",1,"Not Available"
"536","C2","Thursday","13:00 - 14:00",1,"Not Available"
"537","C2","Thursday","14:00 - 15:00",1,"Not Available"
"538","C2","Thursday","15:00 - 16:00",0,"Available"
"539","C2","Thursday","16:00 - 17:00",0,"Available"
"540","C2","Thursday","17:00 - 17:45",0,"Available"
"541","C2","Friday","08:00 - 08:50",0,"Available"
"542","C2","Friday","08:55 - 09:45",0,"Available"
"543","C2","Friday","10:15 - 11:05",1,"Not Available"
"544","C2","Friday","11:10 - 12:00",1,"Not Available"
"545","C2","Friday","13:00 - 14:00",1,"Not Available"
"546","C2","Friday","14:00 - 15:00",0,"Available"
"547","C2","Friday","15:00 - 16:00",0,"Available"
"548","C2","Friday","16:00 - 17:00",0,"Available"
"549","C2","Friday","17:00 - 17:45",0,"Available"
"550","C2","Saturday","08:00 - 08:50",0,"Available"
"551","C2","Saturday","08:55 - 09:45",0,"Available"
"552","C2","Saturday","10:15 - 11:05",0,"Available"
"553","C2","Saturday","11:10 - 12:00",0,"Available"
"554","C2","Saturday","13:00 - 14:00",0,"Available"
"555","C2","Saturday","14:00 - 15:00",0,"Available"
"556","C2","Saturday","15:00 - 16:00",0,"Available"
"557","C2","Saturday","16:00 - 17:00",0,"Available"
"558","C2","Saturday","17:00 - 17:45",0,"Available"
"559","C2","Sunday","08:00 - 08:50",0,"Available"
"560","C2","Sunday","08:55 - 09:45",0,"Available"
"561","C2","Sunday","10:15 - 11:05",0,"Available"
"562","C2","Sunday","11:10 - 12:00",0,"Available"
"563","C2","Sunday","13:00 - 14:00",0,"Available"
"564","C2","Sunday","14:00 - 15:00",0,"Available"
"565","C2","Sunday","15:00 - 16:00",0,"Available"
"566","C2","Sunday","16:00 - 17:00",0,"Available"
"567","C2","Sunday","17:00 - 17:45",0,"Available"
"568","C3","Monday","08:00 - 08:50",1,"Not Available"
"569","C3","Monday","08:55 - 09:45",1,"Not Available"
"570","C3","Monday","10:15 - 11:05",1,"Not Available"
"571","C3","Monday","11:10 - 12:00",1,"Not Available"
"572","C3","Monday","13:00 - 14:00",1,"Not Available"
"573","C3","Monday","14:00 - 15:00",0,"Available"
"574","C3","Monday","15:00 - 16:00",1,"Not Available"
"575","C3","Monday","16:00 - 17:00",1,"Not Available"
"576","C3","Monday","17:00 - 17:45",0,"Available"
"577","C3","Tuesday","08:00 - 08:50",1,"Not Available"
"578","C3","Tuesday","08:55 - 09:45",0,"Available"
"579","C3","Tuesday","10:15 - 11:05",0,"Available"
"580","C3","Tuesday","11:10 - 12:00",0,"Available"
"581","C3","Tuesday","13:00 - 14:00",1,"Not Available"
"582","C3","Tuesday","14:00 - 15:00",1,"Not Available"
"583","C3","Tuesday","15:00 - 16:00",0,"Available"
"584","C3","Tuesday","16:00 - 17:00",0,"Available"
"585","C3","Tuesday","17:00 - 17:45",0,"Available"
"586","C3","Wednesday","08:00 - 08:50",1,"Not Available"
"587","C3","Wednesday","08:55 - 09:45",1,"Not Available"
"588","C3","Wednesday","10:15 - 11:05",0,"Available"
"589","C3","Wednesday","11:10 - 12:00",0,"Available"
"590","C3","Wednesday","13:00 - 14:00",0,"Available"
"591","C3","Wednesday","14:00 - 15:00",0,"Available"
"592","C3","Wednesday","15:00 - 16:00",0,"Available"
"593","C3","Wednesday","16:00 - 17:00",0,"Available"
"594","C3","Wednesday","17:00 - 17:45",0,"Available"
"595","C3","Thursday","08:00 - 08:50",1,"Not Available"
"596","C3","Thursday","08:55 - 09:45",1,"Not Available"
"597","C3","Thursday","10:15 - 11:05",1,"Not Available"
"598","C3","Thursday","11:10 - 12:00",1,"Not Available"
"599","C3","Thursday","13:00 - 14:00",1,"Not Available"
"600","C3","Thursday","14:00 - 15:00",0,"Available"
"601","C3","Thursday","15:00 - 16:00",0,"Available"
"602","C3","Thursday","16:00 - 17:00",0,"Available"
"603","C3","Thursday","17:00 - 17:45",0,"Available"
"604","C3","Friday","08:00 - 08:50",0,"Available"
"605","C3","Friday","08:55 - 09:45",0,"Available"
"606","C3","Friday","10:15 - 11:05",1,"Not Available"
"607","C3","Friday","11:10 - 12:00",1,"Not Available"
"608","C3","Friday","13:00 - 14:00",0,"Available"
"609","C3","Friday","14:00 - 15:00",0,"Available"
"610","C3","Friday","15:00 - 16:00",0,"Available"
"611","C3","Friday","16:00 - 17:00",0,"Available"
"612","C3","Friday","17:00 - 17:45",0,"Available"
"613","C3","Saturday","08:00 - 08:50",0,"Available"
"614","C3","Saturday","08:55 - 09:45",0,"Available"
"615","C3","Saturday","10:15 - 11:05",0,"Available"
"616","C3","Saturday","11:10 - 12:00",0,"Available"
"617","C3","Saturday","13:00 - 14:00",0,"Available"
"618","C3","Saturday","14:00 - 15:00",0,"Available"
"619","C3","Saturday","15:00 - 16:00",0,"Available"
"620","C3","Saturday","16:00 - 17:00",0,"Available"
"621","C3","Saturday","17:00 - 17:45",0,"Available"
"622","C3","Sunday","08:00 - 08:50",0,"Available"
"623","C3","Sunday","08:55 - 09:45",0,"Available"
"624","C3","Sunday","10:15 - 11:05",0,"Available"
"625","C3","Sunday","11:10 - 12:00",0,"Available"
"626","C3","Sunday","13:00 - 14:00",0,"Available"
"627","C3","Sunday","14:00 - 15:00",0,"Available"
"628","C3","Sunday","15:00 - 16:00",0,"Available"
"629","C3","Sunday","16:00 - 17:00",0,"Available"
"630","C3","Sunday","17:00 - 17:45",0,"Available"
"631","C4","Monday","08:00 - 08:50",0,"Available"
"632","C4","Monday","08:55 - 09:45",0,"Available"
"633","C4","Monday","10:15 - 11:05",1,"Not Available"
"634","C4","Monday","11:10 - 12:00",1,"Not Available"
"635","C4","Monday","13:00 - 14:00",1,"Not Available"
"636","C4","Monday","14:00 - 15:00",1,"Not Available"
"637","C4","Monday","15:00 - 16:00",0,"Available"
"638","C4","Monday","16:00 - 17:00",0,"Available"
"639","C4","Monday","17:00 - 17:45",0,"Available"
"640","C4","Tuesday","08:00 - 08:50",1,"Not Available"
"641","C4","Tuesday","08:55 - 09:45",0,"Available"
"642","C4","Tuesday","10:15 - 11:05",1,"Not Available"
"643","C4","Tuesday","11:10 - 12:00",1,"Not Available"
"644","C4","Tuesday","13:00 - 14:00",1,"Not Available"
"645","C4","Tuesday","14:00 - 15:00",0,"Available"
"646","C4","Tuesday","15:00 - 16:00",0,"Available"
"647","C4","Tuesday","16:00 - 17:00",0,"Available"
"648","C4","Tuesday","17:00 - 17:45",0,"Available"
"649","C4","Wednesday","08:00 - 08:50",0,"Available"
"650","C4","Wednesday","08:55 - 09:45",1,"Not Available"
"651","C4","Wednesday","10:15 - 11:05",1,"Not Available"
"652","C4","Wednesday","11:10 - 12:00",1,"Not Available"
"653","C4","Wednesday","13:00 - 14:00",1,"Not Available"
"654","C4","Wednesday","14:00 - 15:00",0,"Available"
"655","C4","Wednesday","15:00 - 16:00",0,"Available"
"656","C4","Wednesday","16:00 - 17:00",0,"Available"
"657","C4","Wednesday","17:00 - 17:45",0,"Available"
"658","C4","Thursday","08:00 - 08:50",0,"Available"
"659","C4","Thursday","08:55 - 09:45",0,"Available"
"660","C4","Thursday","10:15 - 11:05",1,"Not Available"
"661","C4","Thursday","11:10 - 12:00",1,"Not Available"
"662","C4","Thursday","13:00 - 14:00",0,"Available"
"663","C4","Thursday","14:00 - 15:00",0,"Available"
"664","C4","Thursday","15:00 - 16:00",0,"Available"
"665","C4","Thursday","16:00 - 17:00",0,"Available"
"666","C4","Thursday","17:00 - 17:45",0,"Available"
"667","C4","Friday","08:00 - 08:50",0,"Available"
"668","C4","Friday","08:55 - 09:45",0,"Available"
"669","C4","Friday","10:15 - 11:05",0,"Available"
"670","C4","Friday","11:10 - 12:00",0,"Available"
"671","C4","Friday","13:00 - 14:00",0,"Available"
"672","C4","Friday","14:00 - 15:00",0,"Available"
"673","C4","Friday","15:00 - 16:00",0,"Available"
"674","C4","Friday","16:00 - 17:00",0,"Available"
"675","C4","Friday","17:00 - 17:45",0,"Available"
"676","C4","Saturday","08:00 - 08:50",0,"Available"
"677","C4","Saturday","08:55 - 09:45",0,"Available"
"678","C4","Saturday","10:15 - 11:05",0,"Available"
"679","C4","Saturday","11:10 - 12:00",0,"Available"
"680","C4","Saturday","13:00 - 14:00",0,"Available"
"681","C4","Saturday","14:00 - 15:00",0,"Available"
"682","C4","Saturday","15:00 - 16:00",0,"Available"
"683","C4","Saturday","16:00 - 17:00",0,"Available"
"684","C4","Saturday","17:00 - 17:45",0,"Available"
"685","C4","Sunday","08:00 - 08:50",0,"Available"
"686","C4","Sunday","08:55 - 09:45",0,"Available"
"687","C4","Sunday","10:15 - 11:05",0,"Available"
"688","C4","Sunday","11:10 - 12:00",0,"Available"
"689","C4","Sunday","13:00 - 14:00",0,"Available"
"690","C4","Sunday","14:00 - 15:00",0,"Available"
"691","C4","Sunday","15:00 - 16:00",0,"Available"
"692","C4","Sunday","16:00 - 17:00",0,"Available"
"693","C4","Sunday","17:00 - 17:45",0,"Available"
"694","F1","Monday","08:00 - 08:50",0,"Available"
"695","F1","Monday","08:55 - 09:45",0,"Available"
"696","F1","Monday","10:15 - 11:05",0,"Available"
"697","F1","Monday","11:10 - 12:00",0,"Available"
"698","F1","Monday","13:00 - 14:00",1,"Not Available"
"699","F1","Monday","14:00 - 15:00",1,"Not Available"
"700","F1","Monday","15:00 - 16:00",0,"Available"
"701","F1","Monday","16:00 - 17:00",0,"Available"
"702","F1","Monday","17:00 - 17:45",0,"Available"
"703","F1","Tuesday","08:00 - 08:50",1,"Not Available"
"704","F1","Tuesday","08:55 - 09:45",1,"Not Available"
"705","F1","Tuesday","10:15 - 11:05",1,"Not Available"
"706","F1","Tuesday","11:10 - 12:00",1,"Not Available"
"707","F1","Tuesday","13:00 - 14:00",1,"Not Available"
"708","F1","Tuesday","14:00 - 15:00",1,"Not Available"
"709","F1","Tuesday","15:00 - 16:00",0,"Available"
"710","F1","Tuesday","16:00 - 17:00",0,"Available"
"711","F1","Tuesday","17:00 - 17:45",0,"Available"
"712","F1","Wednesday","08:00 - 08:50",1,"Not Available"
"713","F1","Wednesday","08:55 - 09:45",1,"Not Available"
"714","F1","Wednesday","10:15 - 11:05",0,"Available"
"715","F1","Wednesday","11:10 - 12:00",0,"Available"
"716","F1","Wednesday","13:00 - 14:00",1,"Not Available"
"717","F1","Wednesday","14:00 - 15:00",1,"Not Available"
"718","F1","Wednesday","15:00 - 16:00",1,"Not Available"
"719","F1","Wednesday","16:00 - 17:00",1,"Not Available"
"720","F1","Wednesday","17:00 - 17:45",0,"Available"
"721","F1","Thursday","08:00 - 08:50",1,"Not Available"
"722","F1","Thursday","08:55 - 09:45",1,"Not Available"
"723","F1","Thursday","10:15 - 11:05",1,"Not Available"
"724","F1","Thursday","11:10 - 12:00",1,"Not Available"
"725","F1","Thursday","13:00 - 14:00",1,"Not Available"
"726","F1","Thursday","14:00 - 15:00",1,"Not Available"
"727","F1","Thursday","15:00 - 16:00",1,"Not Available"
"728","F1","Thursday","16:00 - 17:00",1,"Not Available"
"729","F1","Thursday","17:00 - 17:45",0,"Available"
"730","F1","Friday","08:00 - 08:50",0,"Available"
"731","F1","Friday","08:55 - 09:45",0,"Available"
"732","F1","Friday","10:15 - 11:05",0,"Available"
"733","F1","Friday","11:10 - 12:00",1,"Not Available"
"734","F1","Friday","13:00 - 14:00",1,"Not Available"
"735","F1","Friday","14:00 - 15:00",0,"Available"
"736","F1","Friday","15:00 - 16:00",0,"Available"
"737","F1","Friday","16:00 - 17:00",0,"Available"
"738","F1","Friday","17:00 - 17:45",0,"Available"
"739","F1","Saturday","08:00 - 08:50",0,"Available"
"740","F1","Saturday","08:55 - 09:45",0,"Available"
"741","F1","Saturday","10:15 - 11:05",0,"Available"
"742","F1","Saturday","11:10 - 12:00",0,"Available"
"743","F1","Saturday","13:00 - 14:00",0,"Available"
"744","F1","Saturday","14:00 - 15:00",0,"Available"
"745","F1","Saturday","15:00 - 16:00",0,"Available"
"746","F1","Saturday","16:00 - 17:00",0,"Available"
"747","F1","Saturday","17:00 - 17:45",0,"Available"
"748","F1","Sunday","08:00 - 08:50",0,"Available"
"749","F1","Sunday","08:55 - 09:45",0,"Available"
"750","F1","Sunday","10:15 - 11:05",0,"Available"
"751","F1","Sunday","11:10 - 12:00",0,"Available"
"752","F1","Sunday","13:00 - 14:00",0,"Available"
"753","F1","Sunday","14:00 - 15:00",0,"Available"
"754","F1","Sunday","15:00 - 16:00",0,"Available"
"755","F1","Sunday","16:00 - 17:00",0,"Available"
"756","F1","Sunday","17:00 - 17:45",0,"Available"
"757","F2","Monday","08:00 - 08:50",0,"Available"
"758","F2","Monday","08:55 - 09:45",0,"Available"
"759","F2","Monday","10:15 - 11:05",1,"Not Available"
"760","F2","Monday","11:10 - 12:00",1,"Not Available"
"761","F2","Monday","13:00 - 14:00",0,"Available"
"762","F2","Monday","14:00 - 15:00",1,"Not Available"
"763","F2","Monday","15:00 - 16:00",0,"Available"
"764","F2","Monday","16:00 - 17:00",0,"Available"
"765","F2","Monday","17:00 - 17:45",0,"Available"
"766","F2","Tuesday","08:00 - 08:50",0,"Available"
"767","F2","Tuesday","08:55 - 09:45",0,"Available"
"768","F2","Tuesday","10:15 - 11:05",1,"Not Available"
"769","F2","Tuesday","11:10 - 12:00",1,"Not Available"
"770","F2","Tuesday","13:00 - 14:00",1,"Not Available"
"771","F2","Tuesday","14:00 - 15:00",1,"Not Available"
"772","F2","Tuesday","15:00 - 16:00",0,"Available"
"773","F2","Tuesday","16:00 - 17:00",0,"Available"
"774","F2","Tuesday","17:00 - 17:45",0,"Available"
"775","F2","Wednesday","08:00 - 08:50",1,"Not Available"
"776","F2","Wednesday","08:55 - 09:45",1,"Not Available"
"777","F2","Wednesday","10:15 - 11:05",0,"Available"
"778","F2","Wednesday","11:10 - 12:00",0,"Available"
"779","F2","Wednesday","13:00 - 14:00",0,"Available"
"780","F2","Wednesday","14:00 - 15:00",0,"Available"
"781","F2","Wednesday","15:00 - 16:00",0,"Available"
"782","F2","Wednesday","16:00 - 17:00",0,"Available"
"783","F2","Wednesday","17:00 - 17:45",0,"Available"
"784","F2","Thursday","08:00 - 08:50",0,"Available"
"785","F2","Thursday","08:55 - 09:45",0,"Available"
"786","F2","Thursday","10:15 - 11:05",1,"Not Available"
"787","F2","Thursday","11:10 - 12:00",1,"Not Available"
"788","F2","Thursday","13:00 - 14:00",1,"Not Available"
"789","F2","Thursday","14:00 - 15:00",0,"Available"
"790","F2","Thursday","15:00 - 16:00",0,"Available"
"791","F2","Thursday","16:00 - 17:00",0,"Available"
"792","F2","Thursday","17:00 - 17:45",0,"Available"
"793","F2","Friday","08:00 - 08:50",0,"Available"
"794","F2","Friday","08:55 - 09:45",0,"Available"
"795","F2","Friday","10:15 - 11:05",0,"Available"
"796","F2","Friday","11:10 - 12:00",0,"Available"
"797","F2","Friday","13:00 - 14:00",0,"Available"
"798","F2","Friday","14:00 - 15:00",0,"Available"
"799","F2","Friday","15:00 - 16:00",0,"Available"
"800","F2","Friday","16:00 - 17:00",0,"Available"
"801","F2","Friday","17:00 - 17:45",0,"Available"
"802","F2","Saturday","08:00 - 08:50",0,"Available"
"803","F2","Saturday","08:55 - 09:45",0,"Available"
"804","F2","Saturday","10:15 - 11:05",0,"Available"
"805","F2","Saturday","11:10 - 12:00",0,"Available"
"806","F2","Saturday","13:00 - 14:00",0,"Available"
"807","F2","Saturday","14:00 - 15:00",0,"Available"
"808","F2","Saturday","15:00 - 16:00",0,"Available"
"809","F2","Saturday","16:00 - 17:00",0,"Available"
"810","F2","Saturday","17:00 - 17:45",0,"Available"
"811","F2","Sunday","08:00 - 08:50",0,"Available"
"812","F2","Sunday","08:55 - 09:45",0,"Available"
"813","F2","Sunday","10:15 - 11:05",0,"Available"
"814","F2","Sunday","11:10 - 12:00",0,"Available"
"815","F2","Sunday","13:00 - 14:00",0,"Available"
"816","F2","Sunday","14:00 - 15:00",0,"Available"
"817","F2","Sunday","15:00 - 16:00",0,"Available"
"818","F2","Sunday","16:00 - 17:00",0,"Available"
"819","F2","Sunday","17:00 - 17:45",0,"Available"
"820","F3","Monday","08:00 - 08:50",0,"Available"
"821","F3","Monday","08:55 - 09:45",0,"Available"
"822","F3","Monday","10:15 - 11:05",0,"Available"
"823","F3","Monday","11:10 - 12:00",0,"Available"
"824","F3","Monday","13:00 - 14:00",0,"Available"
"825","F3","Monday","14:00 - 15:00",0,"Available"
"826","F3","Monday","15:00 - 16:00",0,"Available"
"827","F3","Monday","16:00 - 17:00",0,"Available"
"828","F3","Monday","17:00 - 17:45",0,"Available"
"829","F3","Tuesday","08:00 - 08:50",0,"Available"
"830","F3","Tuesday","08:55 - 09:45",0,"Available"
"831","F3","Tuesday","10:15 - 11:05",0,"Available"
"832","F3","Tuesday","11:10 - 12:00",0,"Available"
"833","F3","Tuesday","13:00 - 14:00",0,"Available"
"834","F3","Tuesday","14:00 - 15:00",0,"Available"
"835","F3","Tuesday","15:00 - 16:00",0,"Available"
"836","F3","Tuesday","16:00 - 17:00",0,"Available"
"837","F3","Tuesday","17:00 - 17:45",0,"Available"
"838","F3","Wednesday","08:00 - 08:50",1,"Not Available"
"839","F3","Wednesday","08:55 - 09:45",1,"Not Available"
"840","F3","Wednesday","10:15 - 11:05",0,"Available"
"841","F3","Wednesday","11:10 - 12:00",0,"Available"
"842","F3","Wednesday","13:00 - 14:00",0,"Available"
"843","F3","Wednesday","14:00 - 15:00",0,"Available"
"844","F3","Wednesday","15:00 - 16:00",0,"Available"
"845","F3","Wednesday","16:00 - 17:00",0,"Available"
"846","F3","Wednesday","17:00 - 17:45",0,"Available"
"847","F3","Thursday","08:00 - 08:50",1,"Not Available"
"848","F3","Thursday","08:55 - 09:45",1,"Not Available"
"849","F3","Thursday","10:15 - 11:05",1,"Not Available"
"850","F3","Thursday","11:10 - 12:00",1,"Not Available"
"851","F3","Thursday","13:00 - 14:00",1,"Not Available"
"852","F3","Thursday","14:00 - 15:00",1,"Not Available"
"853","F3","Thursday","15:00 - 16:00",0,"Available"
"854","F3","Thursday","16:00 - 17:00",0,"Available"
"855","F3","Thursday","17:00 - 17:45",0,"Available"
"856","F3","Friday","08:00 - 08:50",1,"Not Available"
"857","F3","Friday","08:55 - 09:45",0,"Available"
"858","F3","Friday","10:15 - 11:05",0,"Available"
"859","F3","Friday","11:10 - 12:00",0,"Available"
"860","F3","Friday","13:00 - 14:00",0,"Available"
"861","F3","Friday","14:00 - 15:00",0,"Available"
"862","F3","Friday","15:00 - 16:00",0,"Available"
"863","F3","Friday","16:00 - 17:00",0,"Available"
"864","F3","Friday","17:00 - 17:45",0,"Available"
"865","F3","Saturday","08:00 - 08:50",0,"Available"
"866","F3","Saturday","08:55 - 09:45",0,"Available"
"867","F3","Saturday","10:15 - 11:05",0,"Available"
"868","F3","Saturday","11:10 - 12:00",0,"Available"
"869","F3","Saturday","13:00 - 14:00",0,"Available"
"870","F3","Saturday","14:00 - 15:00",0,"Available"
"871","F3","Saturday","15:00 - 16:00",0,"Available"
"872","F3","Saturday","16:00 - 17:00",0,"Available"
"873","F3","Saturday","17:00 - 17:45",0,"Available"
"874","F3","Sunday","08:00 - 08:50",0,"Available"
"875","F3","Sunday","08:55 - 09:45",0,"Available"
"876","F3","Sunday","10:15 - 11:05",0,"Available"
"877","F3","Sunday","11:10 - 12:00",0,"Available"
"878","F3","Sunday","13:00 - 14:00",0,"Available"
"879","F3","Sunday","14:00 - 15:00",0,"Available"
"880","F3","Sunday","15:00 - 16:00",0,"Available"
"881","F3","Sunday","16:00 - 17:00",0,"Available"
"882","F3","Sunday","17:00 - 17:45",0,"Available"
"883","L2","Monday","08:00 - 08:50",0,"Available"
"884","L2","Monday","08:55 - 09:45",0,"Available"
"885","L2","Monday","10:15 - 11:05",0,"Available"
"886","L2","Monday","11:10 - 12:00",0,"Available"
"887","L2","Monday","13:00 - 14:00",0,"Available"
"888","L2","Monday","14:00 - 15:00",0,"Available"
"889","L2","Monday","15:00 - 16:00",0,"Available"
"890","L2","Monday","16:00 - 17:00",0,"Available"
"891","L2","Monday","17:00 - 17:45",0,"Available"
"892","L2","Tuesday","08:00 - 08:50",0,"Available"
"893","L2","Tuesday","08:55 - 09:45",0,"Available"
"894","L2","Tuesday","10:15 - 11:05",0,"Available"
"895","L2","Tuesday","11:10 - 12:00",0,"Available"
"896","L2","Tuesday","13:00 - 14:00",0,"Available"
"897","L2","Tuesday","14:00 - 15:00",0,"Available"
"898","L2","Tuesday","15:00 - 16:00",0,"Available"
"899","L2","Tuesday","16:00 - 17:00",0,"Available"
"900","L2","Tuesday","17:00 - 17:45",0,"Available"
"901","L2","Wednesday","08:00 - 08:50",0,"Available"
"902","L2","Wednesday","08:55 - 09:45",0,"Available"
"903","L2","Wednesday","10:15 - 11:05",0,"Available"
"904","L2","Wednesday","11:10 - 12:00",0,"Available"
"905","L2","Wednesday","13:00 - 14:00",0,"Available"
"906","L2","Wednesday","14:00 - 15:00",0,"Available"
"907","L2","Wednesday","15:00 - 16:00",0,"Available"
"908","L2","Wednesday","16:00 - 17:00",1,"Not Available"
"909","L2","Wednesday","17:00 - 17:45",0,"Available"
"910","L2","Thursday","08:00 - 08:50",0,"Available"
"911","L2","Thursday","08:55 - 09:45",0,"Available"
"912","L2","Thursday","10:15 - 11:05",0,"Available"
"913","L2","Thursday","11:10 - 12:00",0,"Available"
"914","L2","Thursday","13:00 - 14:00",0,"Available"
"915","L2","Thursday","14:00 - 15:00",0,"Available"
"916","L2","Thursday","15:00 - 16:00",0,"Available"
"917","L2","Thursday","16:00 - 17:00",1,"Not Available"
"918","L2","Thursday","17:00 - 17:45",0,"Available"
"919","L2","Friday","08:00 - 08:50",0,"Available"
"920","L2","Friday","08:55 - 09:45",0,"Available"
"921","L2","Friday","10:15 - 11:05",0,"Available"
"922","L2","Friday","11:10 - 12:00",0,"Available"
"923","L2","Friday","13:00 - 14:00",0,"Available"
"924","L2","Friday","14:00 - 15:00",0,"Available"
"925","L2","Friday","15:00 - 16:00",0,"Available"
"926","L2","Friday","16:00 - 17:00",0,"Available"
"927","L2","Friday","17:00 - 17:45",0,"Available"
"928","L2","Saturday","08:00 - 08:50",0,"Available"
"929","L2","Saturday","08:55 - 09:45",0,"Available"
"930","L2","Saturday","10:15 - 11:05",0,"Available"
"931","L2","Saturday","11:10 - 12:00",0,"Available"
"932","L2","Saturday","13:00 - 14:00",0,"Available"
"933","L2","Saturday","14:00 - 15:00",0,"Available"
"934","L2","Saturday","15:00 - 16:00",0,"Available"
"935","L2","Saturday","16:00 - 17:00",0,"Available"
"936","L2","Saturday","17:00 - 17:45",0,"Available"
"937","L2","Sunday","08:00 - 08:50",0,"Available"
"938","L2","Sunday","08:55 - 09:45",0,"Available"
"939","L2","Sunday","10:15 - 11:05",0,"Available"
"940","L2","Sunday","11:10 - 12:00",0,"Available"
"941","L2","Sunday","13:00 - 14:00",0,"Available"
"942","L2","Sunday","14:00 - 15:00",0,"Available"
"943","L2","Sunday","15:00 - 16:00",0,"Available"
"944","L2","Sunday","16:00 - 17:00",0,"Available"
"945","L2","Sunday","17:00 - 17:45",0,"Available"
"946","LCS1","Monday","08:00 - 08:50",1,"Not Available"
"947","LCS1","Monday","08:55 - 09:45",1,"Not Available"
"948","LCS1","Monday","10:15 - 11:05",0,"Available"
"949","LCS1","Monday","11:10 - 12:00",0,"Available"
"950","LCS1","Monday","13:00 - 14:00",0,"Available"
"951","LCS1","Monday","14:00 - 15:00",0,"Available"
"952","LCS1","Monday","15:00 - 16:00",0,"Available"
"953","LCS1","Monday","16:00 - 17:00",1,"Not Available"
"954","LCS1","Monday","17:00 - 17:45",1,"Not Available"
"955","LCS1","Tuesday","08:00 - 08:50",0,"Available"
"956","LCS1","Tuesday","08:55 - 09:45",0,"Available"
"957","LCS1","Tuesday","10:15 - 11:05",0,"Available"
"958","LCS1","Tuesday","11:10 - 12:00",0,"Available"
